,Edge,Capacity
946,"('Warszawa Służewiec_i', 'Warszawa Służewiec_o')",0
947,"('Włoszczowa_o', 'Kielce_i')",2
948,"('Zbąszynek_o', 'Babimost_i')",1
949,"('Sierpc_i', 'Sierpc_o')",0
950,"('Słupsk_o', 'Lębork_i')",2
951,"('Bydgoszcz Główna_o', 'Laskowice Pomorskie_i')",1
952,"('Jabłonowo Pomorskie_o', 'Grudziądz_i')",1
953,"('Krasnystaw Miasto_o', 'Izbica_i')",1
954,"('Kutno_o', 'Warszawa Gdańska_i')",1
955,"('Kraków Główny_o', 'Kraków Płaszów_i')",1
956,"('Mońki_i', 'Mońki_o')",2
957,"('Wodzisław Śląski_o', 'Rybnik_i')",1
958,"('Wałbrzych Główny_i', 'Wałbrzych Główny_o')",1
959,"('Gostynin_o', 'Płock_i')",1
960,"('Zamość_i', 'Zamość_o')",1
961,"('Recz Pomorski_o', 'Stargard_i')",1
962,"('Częstochowa Stradom_o', 'Miechów_i')",1
963,"('Piaseczno_i', 'Piaseczno_o')",1
964,"('Wyrzysk Osiek_o', 'Piła Główna_i')",1
965,"('Bardo Śląskie_i', 'Bardo Śląskie_o')",0
966,"('Suwałki_i', 'Suwałki_o')",1
967,"('Bardo Śląskie_o', 'Kłodzko Główne_i')",1
968,"('Krynica Zdrój_o', 'Muszyna Zdrój_i')",1
969,"('Krzyż_o', 'Wronki_i')",1
970,"('Radomsko_o', 'Częstochowa_i')",1
971,"('Głogów_o', 'Bytom Odrzański_i')",1
972,"('Trakiszki_o', 'Mockava_i')",1
973,"('Myszków_i', 'Myszków_o')",1
974,"('Nasielsk_o', 'Nowy Dwór Mazowiecki_i')",1
975,"('Kowalewo Pomorskie_o', 'Wąbrzeźno_i')",1
976,"('Ustka_o', 'Słupsk_i')",1
977,"('Wieleń_o', 'Trzcianka_i')",1
978,"('Sędziszów_o', 'Miechów_i')",1
979,"('Sopot_i', 'Sopot_o')",1
980,"('Piaseczno_o', 'Warszawa Służewiec_i')",1
981,"('Kraśnik_o', 'Zaklików_i')",1
982,"('Ozimek_o', 'Lubliniec_i')",1
983,"('Łuków_o', 'Siedlce_i')",2
984,"('Krzeszowice_i', 'Krzeszowice_o')",1
985,"('Dobiegniew_i', 'Dobiegniew_o')",0
986,"('Łęczyca_i', 'Łęczyca_o')",1
987,"('Ruciane Nida_o', 'Pisz_i')",1
988,"('Lublin Główny_o', 'Świdnik Miasto_i')",1
989,"('Nałęczów_o', 'Puławy Miasto_i')",2
990,"('Radom Główny_o', 'Radom Gołębiów_i')",1
991,"('Zamość Starówka_o', 'Zamość Wschód_i')",1
992,"('Oświęcim_i', 'Oświęcim_o')",1
993,"('Prudnik_i', 'Prudnik_o')",1
994,"('Kędzierzyn Koźle_o', 'Głogówek_i')",1
995,"('Grybów_i', 'Grybów_o')",0
996,"('Piła Główna_o', 'Wałcz_i')",1
997,"('Starogard Gdański_i', 'Starogard Gdański_o')",0
998,"('Września_o', 'Swarzędz_i')",1
999,"('Nowa Ruda_i', 'Nowa Ruda_o')",0
1000,"('Konin_o', 'Słupca_i')",1
1001,"('Gliwice_o', 'Częstochowa Stradom_i')",1
1002,"('Wieruszów Miasto_i', 'Wieruszów Miasto_o')",0
1003,"('Starogard Gdański_o', 'Kaliska_i')",1
1004,"('Głogów_i', 'Głogów_o')",1
1005,"('Warka_o', 'Radom Główny_i')",1
1006,"('Warszawa Młynów_o', 'Warszawa Gdańska_i')",1
1007,"('Gorzów Wielkopolski_o', 'Gorzów Wielkopolski Wschodni_i')",1
1008,"('Izbica_i', 'Izbica_o')",0
1009,"('Pabianice_i', 'Pabianice_o')",1
1010,"('Legionowo_o', 'Nowy Dwór Mazowiecki_i')",1
1011,"('Morąg_i', 'Morąg_o')",1
1012,"('Siedlce_o', 'Łuków_i')",1
1013,"('Gorzkowice_o', 'Radomsko_i')",1
1014,"('Nowy Tomyśl_o', 'Opalenica_i')",1
1015,"('Kielce_o', 'Suchedniów_i')",2
1016,"('Warszawa Główna_i', 'Warszawa Główna_o')",0
1017,"('Nowy Dwór Mazowiecki_o', 'Warszawa Wschodnia_i')",1
1018,"('Koszalin_i', 'Koszalin_o')",1
1019,"('Zamość_o', 'Zamość Starówka_i')",1
1020,"('Jahodyn_o', 'Chełm_i')",1
1021,"('Zielona Góra Główna_o', 'Nowa Sól_i')",1
1022,"('Ropczyce_o', 'Sędziszów Małopolski_i')",1
1023,"('Ostrowiec Świętokrzyski_o', 'Starachowice Wschodnie_i')",1
1024,"('Inowrocław Rąbinek_o', 'Piotrków Kujawski_i')",1
1025,"('Skwierzyna_i', 'Skwierzyna_o')",0
1026,"('Chojnice_o', 'Lipka Krajeńska_i')",1
1027,"('Olesno Śląskie_o', 'Lubliniec_i')",1
1028,"('Dąbrowa Górnicza_o', 'Będzin Miasto_i')",1
1029,"('Pilawa_o', 'Sobolew_i')",1
1030,"('Jaworzyna Śląska_o', 'Świebodzice_i')",1
1031,"('Chorzów Batory_o', 'Katowice_i')",1
1032,"('Rudnik nad Sanem_o', 'Nisko_i')",1
1033,"('Szamotuły_i', 'Szamotuły_o')",1
1034,"('Sarnaki_o', 'Niemojki_i')",1
1035,"('Gliwice_o', 'Opole Główne_i')",1
1036,"('Tuczno Krajeńskie_o', 'Kalisz Pomorski_i')",1
1037,"('Pabianice_o', 'Łódź Chojny_i')",1
1038,"('Krotoszyn_o', 'Milicz_i')",1
1039,"('Pisz_o', 'Biała Piska_i')",1
1040,"('Jedlina-Zdrój_o', 'Wałbrzych Główny_i')",1
1041,"('Hajnówka_o', 'Bielsk Podlaski_i')",1
1042,"('Opole Główne_o', 'Lubliniec_i')",2
1043,"('Lipka Krajeńska_i', 'Lipka Krajeńska_o')",0
1044,"('Katowice_i', 'Katowice_o')",3
1045,"('Gorlice Zagórzany_o', 'Bogoniowice Ciężkowice_i')",1
1046,"('Chełm_o', 'Jahodyn_i')",1
1047,"('Pasłęk_i', 'Pasłęk_o')",1
1048,"('Przemyśl Zasanie_o', 'Przemyśl Główny_i')",1
1049,"('Swarzędz_i', 'Swarzędz_o')",0
1050,"('Chojnice_i', 'Chojnice_o')",0
1051,"('Warszawa Gdańska_i', 'Warszawa Gdańska_o')",3
1052,"('Poznań Główny_o', 'Opalenica_i')",1
1053,"('Nowa Sól_o', 'Bytom Odrzański_i')",1
1054,"('Krosno_o', 'Krosno Miasto_i')",1
1055,"('Częstochowa_i', 'Częstochowa_o')",1
1056,"('Tarnobrzeg_o', 'Nowa Dęba_i')",1
1057,"('Kraków Główny_i', 'Kraków Główny_o')",4
1058,"('Małkinia_o', 'Czyżew_i')",1
1059,"('Twardogóra_o', 'Ostrów Wielkopolski_i')",1
1060,"('Będzin Miasto_o', 'Sosnowiec Główny_i')",1
1061,"('Malbork_i', 'Malbork_o')",1
1062,"('Puławy Miasto_i', 'Puławy Miasto_o')",1
1063,"('Radzyń Podlaski_i', 'Radzyń Podlaski_o')",0
1064,"('Opole Główne_o', 'Gogolin_i')",1
1065,"('Muszyna Zdrój_o', 'Krynica Zdrój_i')",1
1066,"('Ustronie Morskie_i', 'Ustronie Morskie_o')",0
1067,"('Zawiercie_o', 'Włoszczowa Północ_i')",1
1068,"('Trakiszki_i', 'Trakiszki_o')",1
1069,"('Łochów_i', 'Łochów_o')",0
1070,"('Niemojki_o', 'Sarnaki_i')",1
1071,"('Łowicz Główny_o', 'Kutno_i')",1
1072,"('Strzelce Opolskie_o', 'Gliwice_i')",1
1073,"('Izbica_o', 'Krasnystaw Miasto_i')",1
1074,"('Gdańsk Oliwa_i', 'Gdańsk Oliwa_o')",1
1075,"('Warszawa Gdańska_o', 'Zawiercie_i')",1
1076,"('Tychy_o', 'Rybnik_i')",1
1077,"('Kielce_o', 'Jędrzejów_i')",1
1078,"('Gniezno_o', 'Inowrocław_i')",1
1079,"('Poznań Główny_o', 'Leszno_i')",1
1080,"('Sędziszów Małopolski_o', 'Rzeszów Główny_i')",1
1081,"('Kluczbork_i', 'Kluczbork_o')",1
1082,"('Jabłonowo Pomorskie_o', 'Iława Główna_i')",1
1083,"('Jastrowie_o', 'Piła Główna_i')",1
1084,"('Wieleń_i', 'Wieleń_o')",0
1085,"('Świdnica Miasto_i', 'Świdnica Miasto_o')",0
1086,"('Koniecpol_o', 'Częstochowa_i')",1
1087,"('Wrocław Mikołajów_o', 'Oborniki Śląskie_i')",1
1088,"('Sosnowiec Główny_o', 'Dąbrowa Górnicza_i')",1
1089,"('Muszyna_o', 'Żegiestów Zdrój_i')",1
1090,"('Włocławek_o', 'Kutno_i')",2
1091,"('Gogolin_o', 'Opole Główne_i')",1
1092,"('Grajewo_o', 'Osowiec_i')",1
1093,"('Ząbkowice Śląskie_o', 'Dzierżoniów Śląski_i')",1
1094,"('Czyżew_i', 'Czyżew_o')",0
1095,"('Łódź Chojny_o', 'Łódź Pabianicka_i')",1
1096,"('Suwałki_o', 'Augustów_i')",1
1097,"('Wrocław Leśnica_i', 'Wrocław Leśnica_o')",0
1098,"('Pisz_o', 'Ruciane Nida_i')",1
1099,"('Kraków Główny_o', 'Katowice_i')",1
1100,"('Koszalin_o', 'Sławno_i')",2
1101,"('Wrocław Główny_o', 'Oborniki Śląskie_i')",1
1102,"('Solec Kujawski_o', 'Toruń Główny_i')",2
1103,"('Tczew_o', 'Bydgoszcz Główna_i')",1
1104,"('Bydgoszcz Leśna_o', 'Bydgoszcz Wschód_i')",1
1105,"('Sokółka_i', 'Sokółka_o')",0
1106,"('Toruń Główny_o', 'Aleksandrów Kujawski_i')",2
1107,"('Tarnobrzeg_i', 'Tarnobrzeg_o')",0
1108,"('Lubartów_o', 'Parczew_i')",1
1109,"('Wąbrzeźno_o', 'Kowalewo Pomorskie_i')",1
1110,"('Kraków Główny_o', 'Kalwaria Zebrzydowska Lanckorona_i')",1
1111,"('Wodzisław Śląski_o', 'Chałupki_i')",1
1112,"('Janowice Wielkie_o', 'Jelenia Góra_i')",1
1113,"('Warszawa Młynów_o', 'Warszawa Zachodnia (Peron 9)_i')",1
1114,"('Zagórz_i', 'Zagórz_o')",0
1115,"('Łódź Kaliska_o', 'Łódź Chojny_i')",1
1116,"('Laskowice Pomorskie_o', 'Smętowo_i')",1
1117,"('Kołobrzeg_o', 'Koszalin_i')",1
1118,"('Tarnów_o', 'Tuchów_i')",1
1119,"('Brodnica_o', 'Jabłonowo Pomorskie_i')",1
1120,"('Pruszcz Gdański_i', 'Pruszcz Gdański_o')",1
1121,"('Krasnystaw Miasto_i', 'Krasnystaw Miasto_o')",0
1122,"('Jasło_o', 'Jedlicze_i')",1
1123,"('Bolesławiec_i', 'Bolesławiec_o')",0
1124,"('Łódź Chojny_o', 'Piotrków Trybunalski_i')",1
1125,"('Werbkowice_o', 'Hrubieszów Miasto_i')",1
1126,"('Warszawa Wschodnia_o', 'Otwock_i')",1
1127,"('Zgierz_o', 'Ozorków_i')",2
1128,"('Jaworzyna Śląska_i', 'Jaworzyna Śląska_o')",1
1129,"('Krzyż_i', 'Krzyż_o')",1
1130,"('Strzelce Krajeńskie Wschód_i', 'Strzelce Krajeńskie Wschód_o')",0
1131,"('Środa Śląska_o', 'Legnica_i')",1
1132,"('Paczków_o', 'Kamieniec Ząbkowicki_i')",1
1133,"('Rogoźno Wielkopolskie_o', 'Oborniki Wielkopolskie Miasto_i')",1
1134,"('Warszawa Wschodnia_o', 'Nowy Dwór Mazowiecki_i')",1
1135,"('Włoszczowa Północ_i', 'Włoszczowa Północ_o')",1
1136,"('Milicz_i', 'Milicz_o')",0
1137,"('Puławy Miasto_o', 'Dęblin_i')",1
1138,"('Sarnaki_i', 'Sarnaki_o')",1
1139,"('Leszno_o', 'Poznań Główny_i')",1
1140,"('Skarżysko Kamienna_o', 'Radom Główny_i')",2
1141,"('Leszno_o', 'Kościan_i')",1
1142,"('Milicz_o', 'Krotoszyn_i')",1
1143,"('Częstochowa_o', 'Radomsko_i')",2
1144,"('Dzierżoniów Śląski_o', 'Świdnica Miasto_i')",1
1145,"('Nowy Dwór Mazowiecki_i', 'Nowy Dwór Mazowiecki_o')",1
1146,"('Słupca_o', 'Września_i')",1
1147,"('Czeremcha_o', 'Hajnówka_i')",1
1148,"('Miechów_i', 'Miechów_o')",1
1149,"('Częstochowa Stradom_o', 'Koniecpol_i')",1
1150,"('Nidzica_o', 'Działdowo_i')",1
1151,"('Lubliniec_o', 'Ozimek_i')",1
1152,"('Ozorków_i', 'Ozorków_o')",1
1153,"('Pyskowice_i', 'Pyskowice_o')",1
1154,"('Bochnia_o', 'Tarnów_i')",1
1155,"('Warszawa Centralna_o', 'Warszawa Zachodnia_i')",2
1156,"('Częstochowa Stradom_o', 'Warszawa Zachodnia_i')",1
1157,"('Miechów_o', 'Sędziszów_i')",1
1158,"('Poznań Główny_o', 'Konin_i')",1
1159,"('Tczew_o', 'Smętowo_i')",1
1160,"('Dęblin_o', 'Puławy Miasto_i')",1
1161,"('Brodnica_o', 'Rypin_i')",1
1162,"('Zwierzyniec_i', 'Zwierzyniec_o')",0
1163,"('Kędzierzyn Koźle_i', 'Kędzierzyn Koźle_o')",1
1164,"('Strzelce Opolskie_i', 'Strzelce Opolskie_o')",1
1165,"('Nowy Tomyśl_i', 'Nowy Tomyśl_o')",1
1166,"('Nisko_o', 'Rudnik nad Sanem_i')",1
1167,"('Piła Główna_o', 'Wyrzysk Osiek_i')",1
1168,"('Kamieniec Ząbkowicki_o', 'Bardo Śląskie_i')",1
1169,"('Morąg_o', 'Olsztyn Zachodni_i')",1
1170,"('Ziębice_o', 'Kamieniec Ząbkowicki_i')",1
1171,"('Międzyrzecz_i', 'Międzyrzecz_o')",1
1172,"('Warszawa Gdańska_o', 'Żyrardów_i')",1
1173,"('Starachowice Wschodnie_i', 'Starachowice Wschodnie_o')",0
1174,"('Brzeg_o', 'Opole Główne_i')",2
1175,"('Inowrocław_i', 'Inowrocław_o')",1
1176,"('Kalisz Pomorski_o', 'Recz Pomorski_i')",1
1177,"('Kraków Płaszów_o', 'Tarnów_i')",1
1178,"('Strzelce Krajeńskie Wschód_o', 'Gorzów Wielkopolski Wschodni_i')",1
1179,"('Olsztyn Zachodni_o', 'Ostróda_i')",1
1180,"('Września_o', 'Słupca_i')",1
1181,"('Zabrze_o', 'Gliwice_i')",2
1182,"('Sieradz_i', 'Sieradz_o')",1
1183,"('Witnica_o', 'Kostrzyn_i')",1
1184,"('Koszalin_o', 'Kołobrzeg_i')",1
1185,"('Lubliniec_o', 'Pyskowice_i')",1
1186,"('Ścinawa_o', 'Wołów_i')",1
1187,"('Prudnik_o', 'Nysa_i')",1
1188,"('Żyrardów_o', 'Warszawa Gdańska_i')",2
1189,"('Pelplin_i', 'Pelplin_o')",0
1190,"('Kutno_o', 'Babiak_i')",1
1191,"('Kępno_i', 'Kępno_o')",1
1192,"('Biała Podlaska_i', 'Biała Podlaska_o')",1
1193,"('Olsztynek_o', 'Nidzica_i')",1
1194,"('Krzyż_o', 'Poznań Główny_i')",1
1195,"('Piwniczna Zdrój_o', 'Rytro_i')",1
1196,"('Tczew_o', 'Laskowice Pomorskie_i')",1
1197,"('Słupsk_i', 'Słupsk_o')",1
1198,"('Nowa Sarzyna_o', 'Rudnik nad Sanem_i')",1
1199,"('Koniecpol_i', 'Koniecpol_o')",1
1200,"('Olsztyn Główny_o', 'Olsztyn Zachodni_i')",2
1201,"('Zebrzydowice_o', 'Czechowice-Dziedzice_i')",1
1202,"('Zamość Wschód_o', 'Zamość Starówka_i')",1
1203,"('Nowy Targ_o', 'Kraków Główny_i')",1
1204,"('Krajenka_i', 'Krajenka_o')",0
1205,"('Nowa Dęba_o', 'Kolbuszowa_i')",1
1206,"('Węgliniec_o', 'Pieńsk_i')",1
1207,"('Jasło_o', 'Biecz_i')",1
1208,"('Tomaszów Mazowiecki_o', 'Drzewica_i')",1
1209,"('Kostrzyn_o', 'Rzepin_i')",1
1210,"('Paczków_i', 'Paczków_o')",0
1211,"('Małaszewicze Przystanek_o', 'Chotyłów_i')",1
1212,"('Opoczno Południe_o', 'Grodzisk Mazowiecki_i')",1
1213,"('Wejherowo_o', 'Rumia_i')",1
1214,"('Piwniczna Zdrój_i', 'Piwniczna Zdrój_o')",0
1215,"('Białogard_o', 'Szczecinek_i')",1
1216,"('Sztum_o', 'Malbork_i')",1
1217,"('Radzyń Podlaski_o', 'Parczew_i')",1
1218,"('Miechów_o', 'Włoszczowa Północ_i')",2
1219,"('Zbąszyń_o', 'Nowy Tomyśl_i')",1
1220,"('Żyrardów_o', 'Warszawa Zachodnia_i')",3
1221,"('Chojna_o', 'Kostrzyn_i')",1
1222,"('Ostróda_o', 'Olsztyn Zachodni_i')",1
1223,"('Trzebinia_o', 'Jaworzno Szczakowa_i')",2
1224,"('Zawiercie_o', 'Myszków_i')",1
1225,"('Włoszczowa_o', 'Koniecpol_i')",1
1226,"('Nurzec_i', 'Nurzec_o')",1
1227,"('Łęczyca_o', 'Kutno_i')",2
1228,"('Kościan_o', 'Leszno_i')",1
1229,"('Wróblik Szlachecki_o', 'Zarszyn_i')",1
1230,"('Izbica_o', 'Zawada_i')",1
1231,"('Ziębice_o', 'Strzelin_i')",1
1232,"('Lubliniec_i', 'Lubliniec_o')",1
1233,"('Mogilno_o', 'Inowrocław_i')",2
1234,"('Skierniewice_i', 'Skierniewice_o')",2
1235,"('Bobowa Miasto_o', 'Stróże_i')",1
1236,"('Lublin Główny_o', 'Kraśnik_i')",1
1237,"('Ciechanów_o', 'Nowy Dwór Mazowiecki_i')",2
1238,"('Legionowo_i', 'Legionowo_o')",1
1239,"('Olsztynek_i', 'Olsztynek_o')",0
1240,"('Wrocław Główny_o', 'Legnica_i')",1
1241,"('Pruszcz Gdański_o', 'Gdańsk Główny_i')",1
1242,"('Wrocław Leśnica_o', 'Wrocław Główny_i')",1
1243,"('Chociwel_o', 'Stargard_i')",1
1244,"('Byczyna Kluczborska_i', 'Byczyna Kluczborska_o')",1
1245,"('Zarszyn_o', 'Sanok_i')",1
1246,"('Zgierz_i', 'Zgierz_o')",2
1247,"('Terespol_o', 'Małaszewicze Przystanek_i')",1
1248,"('Leżajsk_o', 'Przeworsk_i')",1
1249,"('Kłodzko Główne_i', 'Kłodzko Główne_o')",1
1250,"('Wrocław Leśnica_o', 'Środa Śląska_i')",1
1251,"('Żmigród_o', 'Rawicz_i')",1
1252,"('Trzcianka_i', 'Trzcianka_o')",0
1253,"('Warszawa Zachodnia_o', 'Opoczno Południe_i')",2
1254,"('Trawniki_o', 'Świdnik Miasto_i')",1
1255,"('Chałupki_o', 'Wodzisław Śląski_i')",1
1256,"('Inowrocław_o', 'Toruń Główny_i')",1
1257,"('Łobez_o', 'Runowo Pomorskie_i')",1
1258,"('Oborniki Wielkopolskie Miasto_i', 'Oborniki Wielkopolskie Miasto_o')",1
1259,"('Kraków Płaszów_i', 'Kraków Płaszów_o')",1
1260,"('Olesno Śląskie_i', 'Olesno Śląskie_o')",0
1261,"('Warszawa Zachodnia_i', 'Warszawa Zachodnia_o')",2
1262,"('Zduńska Wola_i', 'Zduńska Wola_o')",1
1263,"('Sędziszów_i', 'Sędziszów_o')",1
1264,"('Jabłonowo Pomorskie_o', 'Brodnica_i')",1
1265,"('Mockava_i', 'Mockava_o')",0
1266,"('Tomaszów Mazowiecki_o', 'Koluszki_i')",1
1267,"('Wołów_o', 'Ścinawa_i')",1
1268,"('Warszawa Służewiec_o', 'Piaseczno_i')",1
1269,"('Rokitki_o', 'Legnica_i')",1
1270,"('Runowo Pomorskie_o', 'Łobez_i')",1
1271,"('Łódź Kaliska_o', 'Łódź Pabianicka_i')",1
1272,"('Rokitki_o', 'Małomice_i')",1
1273,"('Toruń Główny_i', 'Toruń Główny_o')",1
1274,"('Olsztyn Główny_i', 'Olsztyn Główny_o')",1
1275,"('Głogówek_i', 'Głogówek_o')",0
1276,"('Łańcut_o', 'Przeworsk_i')",1
1277,"('Bielsk Podlaski_o', 'Hajnówka_i')",1
1278,"('Wołomin_o', 'Warszawa Wschodnia_i')",1
1279,"('Gorzów Wielkopolski_o', 'Witnica_i')",1
1280,"('Dobiegniew_o', 'Krzyż_i')",1
1281,"('Gdańsk Główny_o', 'Pruszcz Gdański_i')",1
1282,"('Hrubieszów Miasto_o', 'Werbkowice_i')",1
1283,"('Kraśnik_o', 'Lublin Główny_i')",1
1284,"('Byczyna Kluczborska_o', 'Kępno_i')",1
1285,"('Pruszcz Gdański_o', 'Tczew_i')",1
1286,"('Kraków Główny_o', 'Nowy Targ_i')",1
1287,"('Gliwice_o', 'Racibórz_i')",1
1288,"('Choszczno_i', 'Choszczno_o')",1
1289,"('Ruciane Nida_o', 'Szczytno_i')",1
1290,"('Solec Kujawski_i', 'Solec Kujawski_o')",0
1291,"('Lębork_i', 'Lębork_o')",1
1292,"('Sławno_o', 'Koszalin_i')",2
1293,"('Łódź Chojny_o', 'Łódź Dąbrowa_i')",1
1294,"('Radomsko_o', 'Piotrków Trybunalski_i')",2
1295,"('Krosno_o', 'Jedlicze_i')",1
1296,"('Czechowice-Dziedzice_o', 'Oświęcim_i')",1
1297,"('Zgorzelec Miasto_o', 'Zgorzelec_i')",1
1298,"('Nowy Targ_o', 'Zakopane_i')",1
1299,"('Bydgoszcz Leśna_o', 'Bydgoszcz Główna_i')",1
1300,"('Bydgoszcz Główna_o', 'Tczew_i')",1
1301,"('Mińsk Mazowiecki_o', 'Warszawa Wschodnia_i')",2
1302,"('Włoszczowa Północ_o', 'Miechów_i')",1
1303,"('Sierpc_o', 'Rypin_i')",1
1304,"('Chojnice_o', 'Czersk_i')",1
1305,"('Biała Podlaska_o', 'Międzyrzec Podlaski_i')",1
1306,"('Głogów_o', 'Zielona Góra Główna_i')",1
1307,"('Legnica_o', 'Chojnów_i')",1
1308,"('Piotrków Kujawski_o', 'Inowrocław Rąbinek_i')",1
1309,"('Rzeszów Zachodni_o', 'Rzeszów Główny_i')",1
1310,"('Byczyna Kluczborska_o', 'Kluczbork_i')",1
1311,"('Warszawa Wschodnia_o', 'Pilawa_i')",1
1312,"('Inowrocław_o', 'Bydgoszcz Główna_i')",1
1313,"('Koszalin_o', 'Słupsk_i')",1
1314,"('Stalowa Wola Centrum_i', 'Stalowa Wola Centrum_o')",0
1315,"('Jaworzno Szczakowa_o', 'Zawiercie_i')",1
1316,"('Stary Sącz_o', 'Rytro_i')",1
1317,"('Krosno Miasto_i', 'Krosno Miasto_o')",0
1318,"('Krosno Miasto_o', 'Wróblik Szlachecki_i')",1
1319,"('Bogoniowice Ciężkowice_o', 'Bobowa Miasto_i')",1
1320,"('Chorzów Batory_i', 'Chorzów Batory_o')",0
1321,"('Koluszki_o', 'Piotrków Trybunalski_i')",1
1322,"('Brodnica_i', 'Brodnica_o')",0
1323,"('Tłuszcz_i', 'Tłuszcz_o')",1
1324,"('Gryfino_o', 'Chojna_i')",1
1325,"('Gorzów Wielkopolski_i', 'Gorzów Wielkopolski_o')",1
1326,"('Warszawa Wschodnia_o', 'Wołomin_i')",1
1327,"('Twardogóra_i', 'Twardogóra_o')",1
1328,"('Babimost_i', 'Babimost_o')",1
1329,"('Tłuszcz_o', 'Wołomin_i')",1
1330,"('Ropczyce_i', 'Ropczyce_o')",1
1331,"('Kutno_o', 'Gostynin_i')",1
1332,"('Szepietowo_o', 'Czyżew_i')",1
1333,"('Częstochowa Stradom_i', 'Częstochowa Stradom_o')",2
1334,"('Chodzież_i', 'Chodzież_o')",1
1335,"('Bielsk Podlaski_o', 'Białystok Zielone Wzgórza_i')",1
1336,"('Gniezno_o', 'Mogilno_i')",2
1337,"('Trzebinia_o', 'Chrzanów Śródmieście_i')",1
1338,"('Złotów_o', 'Krajenka_i')",1
1339,"('Nysa_o', 'Prudnik_i')",1
1340,"('Otwock_o', 'Pilawa_i')",1
1341,"('Biłgoraj_i', 'Biłgoraj_o')",0
1342,"('Nowe Drezdenko_o', 'Strzelce Krajeńskie Wschód_i')",1
1343,"('Oborniki Śląskie_o', 'Wrocław Główny_i')",1
1344,"('Pieńsk_o', 'Węgliniec_i')",1
1345,"('Jabłonowo Pomorskie_i', 'Jabłonowo Pomorskie_o')",1
1346,"('Brzesko Okocim_i', 'Brzesko Okocim_o')",0
1347,"('Lębork_o', 'Słupsk_i')",2
1348,"('Przysucha_o', 'Radom Główny_i')",1
1349,"('Żory_o', 'Rybnik_i')",1
1350,"('Wodzisław Śląski_i', 'Wodzisław Śląski_o')",1
1351,"('Tuchów_i', 'Tuchów_o')",0
1352,"('Oborniki Śląskie_o', 'Żmigród_i')",1
1353,"('Tczew_o', 'Pruszcz Gdański_i')",1
1354,"('Krosno Miasto_o', 'Krosno_i')",1
1355,"('Żyrardów_o', 'Skierniewice_i')",2
1356,"('Ełk_i', 'Ełk_o')",1
1357,"('Niemojki_i', 'Niemojki_o')",0
1358,"('Muszyna_i', 'Muszyna_o')",1
1359,"('Tomaszów Mazowiecki_o', 'Łódź Widzew_i')",1
1360,"('Jarosław_o', 'Przemyśl Główny_i')",1
1361,"('Stargard_o', 'Szczecin Dąbie_i')",2
1362,"('Chorzów Batory_o', 'Zabrze_i')",1
1363,"('Katowice_o', 'Sosnowiec Główny_i')",1
1364,"('Siedlce Zachodnie_o', 'Siedlce_i')",1
1365,"('Krajenka_o', 'Złotów_i')",1
1366,"('Węgliniec_o', 'Bolesławiec_i')",1
1367,"('Wieruszów Miasto_o', 'Kępno_i')",1
1368,"('Gdańsk Główny_o', 'Warszawa Wschodnia_i')",2
1369,"('Mława_i', 'Mława_o')",1
1370,"('Częstochowa Stradom_o', 'Częstochowa_i')",1
1371,"('Warszawa Gdańska_o', 'Legionowo_i')",1
1372,"('Rumia_i', 'Rumia_o')",1
1373,"('Myszków_o', 'Częstochowa Stradom_i')",1
1374,"('Katowice_o', 'Rybnik_i')",1
1375,"('Warszawa Wschodnia_i', 'Warszawa Wschodnia_o')",4
1376,"('Lubliniec_o', 'Częstochowa Stradom_i')",2
1377,"('Sosnowiec Główny_o', 'Warszawa Zachodnia_i')",1
1378,"('Rybnik_o', 'Żory_i')",1
1379,"('Warszawa Wschodnia_o', 'Warszawa Gdańska_i')",1
1380,"('Zaklików_o', 'Stalowa Wola Charzewice_i')",1
1381,"('Siemiatycze_o', 'Sarnaki_i')",1
1382,"('Nowa Sól_o', 'Zielona Góra Główna_i')",1
1383,"('Kutno_o', 'Włocławek_i')",2
1384,"('Malbork_o', 'Sztum_i')",1
1385,"('Oborniki Wielkopolskie Miasto_o', 'Poznań Główny_i')",1
1386,"('Dobiegniew_o', 'Choszczno_i')",1
1387,"('Augustów_o', 'Dąbrowa Białostocka_i')",1
1388,"('Legnica_i', 'Legnica_o')",1
1389,"('Zabrze_o', 'Chorzów Batory_i')",1
1390,"('Wałbrzych Miasto_o', 'Świebodzice_i')",1
1391,"('Stary Sącz_o', 'Nowy Sącz_i')",1
1392,"('Łowicz Główny_o', 'Sochaczew_i')",1
1393,"('Dębica_o', 'Ropczyce_i')",1
1394,"('Opole Główne_o', 'Wrocław Główny_i')",2
1395,"('Wierchomla Wielka_o', 'Łomnica Zdrój_i')",1
1396,"('Siemiatycze_i', 'Siemiatycze_o')",1
1397,"('Pilawa_o', 'Warszawa Wschodnia_i')",1
1398,"('Zakopane_o', 'Poronin_i')",1
1399,"('Biłgoraj_o', 'Stalowa Wola Rozwadów_i')",1
1400,"('Głogówek_o', 'Kędzierzyn Koźle_i')",1
1401,"('Nasielsk_i', 'Nasielsk_o')",0
1402,"('Krzepice_i', 'Krzepice_o')",0
1403,"('Chałupki_o', 'Bohumín_i')",1
1404,"('Lubliniec_o', 'Opole Główne_i')",2
1405,"('Brzeg Dolny_o', 'Wrocław Główny_i')",1
1406,"('Wysoka Kamieńska_o', 'Goleniów_i')",1
